	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
324	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state	None	0.0		0.16495687127800002			deposition	deposition	True
325	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	In evaporation, matter changes from a liquid to a gas.	matter liquid	None	evaporation | changes	gas	None	0.0		0.0			deposition	deposition	True
326	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Liquid water changing to water vapor is evaporation.	Liquid water	None	changing | evaporation	water vapor	None	0.0		0.0			deposition	deposition	True
327	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated	None	from the earth	0.0		0.0			deposition	deposition	True
328	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The change of a liquid into a vapor at a temperature below the boiling point.	liquid	temperature below the boiling point	change	vapor	None	0.0		0.0			deposition	deposition	True
329	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The change of state from water to water vapor is called evaporation.	water	None	change of state | evaporation	water vapor	None	0.0		0.00842247714138			deposition	deposition	True
330	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).	liquid	heat	changing	gas	None	0.0		0.0			deposition	deposition	True
331	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.	liquid water	energy from the sun	change | evaporate	water vapor	None	0.0		0.0			deposition	deposition	True
332	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The process of liquid water changing into water vapor is called evaporation.	liquid water	None	process | evaporation | changing	water vapor	None	0.0		0.16495687127800002			deposition	deposition	True
333	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The water evaporated back into water vapor in the air.	water	None	evaporated	water vapor	in the air	0.0		0.0			deposition	deposition	True
334	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Water evaporates as water vapor into the air.	Water	None	evaporates	water vapor	into the air	0.0		0.0			deposition	deposition	True
335	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water	None	evaporation	None	the atmosphere	0.0		0.0			deposition	deposition	True
336	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Clouds get their water from evaporation.	water	None	evaporation	Clouds	None	0.0		0.0			deposition	deposition	True
337	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.	oils	None	evaporate 	None	None	0.0		0.0			deposition	deposition	True
338	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	evaporation - the process of extracting moisture	moisture	None	evaporation | extracting	None	None	0.0		0.0			deposition	deposition	True
339	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Evaporation and condensation are two processes through which matter changes from one state to another.	matter	None	evaporation | changes	one state to another	None	0.0		0.0			deposition	deposition	True
340	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Evaporation involves changing water from its liquid state to a gaseous state (vapor)	water liquid state	None	evaporation | changing	gaseous state vapor	None	0.0		0.0			deposition	deposition	True
341	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.	liquid	None	evaporation | vaporization	gaseous phase	surface of a liquid	0.0		0.0			deposition	deposition	True
342	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state	None	0.0		0.16495687127800002			deposition	deposition	True
343	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	In evaporation, matter changes from a liquid to a gas.	matter liquid	None	evaporation | changes	gas	None	0.0		0.0			deposition	deposition	True
344	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Liquid water changing to water vapor is evaporation.	Liquid water	None	changing | evaporation	water vapor	None	0.0		0.0			deposition	deposition	True
345	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated	None	from the earth	0.0		0.0			deposition	deposition	True
346	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The change of a liquid into a vapor at a temperature below the boiling point.	liquid	temperature below the boiling point	change	vapor	None	0.0		0.0			deposition	deposition	True
347	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The change of state from water to water vapor is called evaporation.	water	None	change of state | evaporation	water vapor	None	0.0		0.00842247714138			deposition	deposition	True
348	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).	liquid	heat	changing	gas	None	0.0		0.0			deposition	deposition	True
349	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.	liquid water	energy from the sun	change | evaporate	water vapor	None	0.0		0.0			deposition	deposition	True
350	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The process of liquid water changing into water vapor is called evaporation.	liquid water	None	process | evaporation | changing	water vapor	None	0.0		0.16495687127800002			deposition	deposition	True
351	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	The water evaporated back into water vapor in the air.	water	None	evaporated	water vapor	in the air	0.0		0.0			deposition	deposition	True
352	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Water evaporates as water vapor into the air.	Water	None	evaporates	water vapor	into the air	0.0		0.0			deposition	deposition	True
353	Waves change a shoreline by erosion and __________. 	Waves shoreline	None	erosion	None	None	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water	None	evaporation	None	the atmosphere	0.0		0.0			deposition	deposition	True
354	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	precipitation Water falling to the Earth.	Water	None	precipitation | falling		the earth [destination]	1.0		0.111111111111	0.0		evaporation	evaporation	True
355	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	The plant will then use the stored water in times or seasons of low precipitation.		None	precipitation		None	0.0		0.111111111111	0.0		evaporation	evaporation	True
356	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	precipitation Water that falls to the Earth from the sky.	Water	None	falls		sky [source] earth[destination]	1.0		0.0	0.0		evaporation	evaporation	True
357	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water	None	precipitation | falls back		None	1.0		0.111111111111	0.0		evaporation	evaporation	True
358	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	Also when the air cannot hold any more water, it precipitates.	water	None	precipitates		None	1.0		0.0	0.0		evaporation	evaporation	True
359	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water	None	falls | precipitation		sky	1.0		0.111111111111	0.0		evaporation	evaporation	True
360	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water	None	falling		sky	1.0		0.0	0.0		evaporation	evaporation	True
361	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour	None	falling		atmosphere	1.0		0.0	0.0		evaporation	evaporation	True
362	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation		None	1.0		0.111111111111	0.0		evaporation	evaporation	True
363	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water	None	fall | precipitation	reach the ground	clouds	1.0		0.111111111111	0.148027878142		evaporation	evaporation	True
364	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None	0.0		1.0	0.135162572564		evaporation	evaporation	True
365	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air	1.0		0.296296296296	0.428477692545		evaporation	evaporation	True
366	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None	1.0		0.0	0.428477692545		evaporation	evaporation	True
367	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water	1.0		0.0	0.448023323615		evaporation	evaporation	True
368	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None	1.0		0.0	1.0		evaporation	evaporation	True
369	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None	1.0		3.37910899654e-06	0.428477692545		evaporation	evaporation	True
370	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	Plants and animals need water to store for winter.	water	winter	store		None	1.0		0.0	0.0		evaporation	evaporation	True
371	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	Because potential energy is stored energy or energy that has not been used yet.	energy	None	stored		None	0.0		0.0	0.0		evaporation	evaporation	True
372	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	Energy stored in the plant moves into the herbivore when it eats the plant.	Energy	None	stored		in the plant[location]	0.0		0.0	0.0		evaporation	evaporation	True
373	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	The chemical energy in food changes in your body giving you the stored energy to move(mechanical energy).	energy	None	stored		None	0.0		0.0	0.0		evaporation	evaporation	True
374	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	The act of depositing in a store or warehouse for safe keeping; also, the safe keeping of goods in a warehouse.	goods	None	depositing		None	0.0		0.0185950413223	0.0		evaporation	evaporation	True
375	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	storage	the process of storing information in a computer memory or on a magnetic tape or disk	information	computer memory magnetic tape disk	process of storing		None	0.0		1.0	0.0		evaporation	evaporation	True
376	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Clouds get their water from evaporation.	water	None	evaporation	Clouds	None	1.0		1.0	0.0		evaporation	evaporation	True
377	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.	oils	None	evaporate 		None	0.0		0.0	0.0		evaporation	evaporation	True
378	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	evaporation - the process of extracting moisture	moisture	None	evaporation | extracting		None	0.0		1.0	0.0		evaporation	evaporation	True
379	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Evaporation and condensation are two processes through which matter changes from one state to another.	matter	None	evaporation | changes	one state to another	None	0.14415625268100002		1.0	0.24733288903200001		evaporation	evaporation	True
380	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Evaporation involves changing water from its liquid state to a gaseous state (vapor)	water liquid state	None	evaporation | changing	gaseous state vapor	None	1.0		1.0	0.806836810607		evaporation	evaporation	True
381	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.	liquid	None	evaporation | vaporization	gaseous phase	surface of a liquid	0.135162572564		1.0	0.0		evaporation	evaporation	True
382	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state	None	0.0535275541935		1.0	0.275614345857		evaporation	evaporation	True
383	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	In evaporation, matter changes from a liquid to a gas.	matter liquid	None	evaporation | changes	gas	None	0.0752859199769		1.0	0.825826069637		evaporation	evaporation	True
384	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Liquid water changing to water vapor is evaporation.	Liquid water	None	changing | evaporation	water vapor	None	1.0		1.0	1.0		evaporation	evaporation	True
385	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated		from the earth	1.0		0.0	0.0		evaporation	evaporation	True
386	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The change of a liquid into a vapor at a temperature below the boiling point.	liquid	temperature below the boiling point	change	vapor	None	0.135162572564		0.0330578512397	1.0		evaporation	evaporation	True
387	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The change of state from water to water vapor is called evaporation.	water	None	change of state | evaporation	water vapor	None	1.0		1.0	1.0		evaporation	evaporation	True
388	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).	liquid	heat	changing	gas	None	0.135162572564		0.0330578512397	0.825826069637		evaporation	evaporation	True
389	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.	liquid water	energy from the sun	change | evaporate	water vapor	None	1.0		0.0107407115159	1.0		evaporation	evaporation	True
390	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The process of liquid water changing into water vapor is called evaporation.	liquid water	None	process | evaporation | changing	water vapor	None	1.0		1.0	1.0		evaporation	evaporation	True
391	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	The water evaporated back into water vapor in the air.	water	None	evaporated	water vapor	in the air	1.0		0.0	1.0		evaporation	evaporation	True
392	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Water evaporates as water vapor into the air.	Water	None	evaporates	water vapor	into the air	1.0		0.0	1.0		evaporation	evaporation	True
393	"<span class=""blank""> </span>is the process of liquid water turning into water vapor. "	water	None	process	water vapor	None	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water	None	evaporation		the atmosphere	1.0		1.0	0.0		evaporation	evaporation	True
394	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reducing	There are two ways to reduce the amount of energy used for washing clothes—use less water and use cooler water.	energy clothes	None	reduce	less water cooler	None	0.0		0.0007017236086139999			recycling	repairing	False
395	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reducing	Thus, the energy requirement is reduced and the animal can survive winter.	energy requirement	None	reduced	survive winter	None	0.0		0.0007017236086139999			recycling	repairing	False
396	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reducing	Adding a top layer of mulch will also reduce the amount of watering a plant will need.		mulch	reduce	None	None	0.0		0.0007017236086139999			recycling	repairing	False
397	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reducing	which leads to reduced water usage and increased water-use efficiency.	water	efficiency	reduced	None	None	0.0		0.0007017236086139999			recycling	repairing	False
398	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reducing	Efficient energy use is the goal to reduce the amount of energy required in heating or cooling.	amount	Efficient energy use goal	reduce	None	None	0.0		0.0007017236086139999			recycling	repairing	False
399	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	While we sleep our body gives the cells time to grow and repair	cells	time	repair	None	None	0.0		0.0			recycling	repairing	False
400	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	This healing is done by the body growing new bone cells to repair the break.		healing body cells	repair	None	None	0.0		0.0			recycling	repairing	False
401	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	It is important to take in the proper foods and nutrients everyday so that your body can grow, have energy, and repair itself.	foods nutrients	body energy	repair	take	None	0.0		0.0			recycling	repairing	False
402	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	The goal of the repair process is to fill the gap caused by the damaged cells to regain structural continuity.	gap	goal of process cells	repair process | fill the gap	structural continuity	None	0.0		0.0			recycling	repairing	False
403	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	During the repair process, a cell must clear out damaged proteins and produce new functional molecules.	cell	None	repair process | clear out damaged proteins and produce new functional molecules	new molecules	None	0.0		0.08910153662810001			recycling	repairing	False
404	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	Nutrients are ingested from the foods you eat for repair and growth of tissues and energy.	tissues	Nutrients	repair	None	None	0.0		0.0			recycling	repairing	False
405	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	Living cells need energy so that they have the ability to grow and repair themselves.	cells	energy	ability | repair	None	None	0.0		0.0			recycling	repairing	False
406	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	Living things need energy to move also to repair and grow cells Thank Writer Comment Blurt thanked the writer.	things	None	repair	None	None	0.0		0.0			recycling	repairing	False
407	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	repairing	Nutrition: the process by which living things take in materials from its environment for growth and repair.	living things	None	repair	environment	None	0.0		0.0			recycling	repairing	False
408	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	recycling	Water is used over and over by nature and is recycled in the water cycle.	Water	None	recycled	None	None	0.0		0.0			recycling	repairing	False
409	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	recycling	Water, for example, is always recycled through the water cycle, as shown in the diagram.	Water	water the	recycled	shown	None	0.0		0.0			recycling	repairing	False
410	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	recycling	The answer is that water is constantly recycled through the Earth’s system through a process called the water cycle.	water system	Earth 's process	recycled	None	None	0.0		0.0			recycling	repairing	False
411	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	recycling	Cycle recycles the earth’s valuable water supply.	Cycle water	None	recycles	None	earth	0.0		0.0			recycling	repairing	False
412	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	recycling	For example, it takes a lot less energy to recycle paper than to create new paper from trees.	trees	less energy	recycle	new paper	None	0.0		0.0			recycling	repairing	False
413	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reusing	Plants and animals use and reuse water and release water vapor into the air.	Plants and animals water vapor	None	reuse	None	None	0.0		0.0			recycling	repairing	False
414	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reusing	Through the natural water cycle, the earth has recycled and reused water for millions of years.		None	recycled and reused water	None	None	0.0		0.0			recycling	repairing	False
415	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reusing	By taking useful products and exchanging them, without reprocessing, reuse help save time, money, energy, and resources	help	taking and exchanging reprocessing	reuse	resources	None	0.0		0.0			recycling	repairing	False
416	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reusing	In broader economic terms, reuse offers quality products to people and organizations with limited means, while generating jobs and business activity that contribute to the economy		jobs business	reuse	quality products people and organizations economy	None	0.0		0.0			recycling	repairing	False
417	A new aluminum can made from used cans is an example of 	new aluminum	None	made	None	None	reusing	To reuse is to use an item again after is been used		None	reuse	None	None	0.0		0.0			recycling	repairing	False
418	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	photosynthesis	Plants use light energy to drive photosynthesis, and animals use light energy to see.	Plants	light energy	to drive photosynthesis		None			1.0	0.0		photosynthesis	photosynthesis	True
419	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	photosynthesis	Plants get their energy from the sun via photosynthesis.	Plants	None	photosynthesis	energy	None			1.0	0.0		photosynthesis	photosynthesis	True
420	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	photosynthesis	The sun also gives energy to plants with photosynthesis.	plants	sun	photosynthesis	energy	None			1.0	0.0		photosynthesis	photosynthesis	True
421	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	photosynthesis	A plant does photosynthesis whenever it can.	A plant	None	does photosynthesis		whenever it can.			1.0	0.0		photosynthesis	photosynthesis	True
422	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	photosynthesis	Plants get their energy to grow through a process called photosynthesis.	Plants	None	photosynthesis	get their energy to grow	None			1.0	0.138861876599		photosynthesis	photosynthesis	True
423	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	metamorphosis	Other animals (including beetles, frogs, and butterflies) go through a process called metamorphosis.	animals beetles frogs butterflies	None	metamorphosis		None			0.111111111111	0.0		photosynthesis	photosynthesis	True
424	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	metamorphosis	Others go through metamorphosis and look and act very different from their adult parents when they first hatch.	Others	None	metamorphosis	look and act very different from their adult parents when they first hatch .	None			0.111111111111	0.277441130104		photosynthesis	photosynthesis	True
425	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	metamorphosis	Butterflies and moths go through a life cycle known as complete metamorphosis.	Butterflies and moths	None	life cycle | complete metamorphosis		None			1.0	0.0		photosynthesis	photosynthesis	True
426	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	metamorphosis	Metamorphosis is a biological process by which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's body structure through cell growth and differentiation	animal	cell growth	biological process | metamorphosis		None			1.0	0.0		photosynthesis	photosynthesis	True
427	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	metamorphosis	process in which a larva undergoes a major transformation to change into the adult form, which occurs in amphibians, arthropods, and other invertebrates	larva	None	transformation	adult form	None			0.0	0.0		photosynthesis	photosynthesis	True
428	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	They can grow, take in nutrients, breathe, reproduce, eliminate waste, and die.	None	None	reproduce		None			0.0	0.0		photosynthesis	photosynthesis	True
429	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants	None	reproduce	flowers fruits	None			0.0	0.393169383983		photosynthesis	photosynthesis	True
430	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Reproduction is the process by which a living organism creates a likeness of itself.	organism	None	creates	likeness of itself	None			0.0	0.0		photosynthesis	photosynthesis	True
431	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	to produce one or more other individuals of (a given kind of organism)by some process of generation or propagation, sexual or asexual.	organism	process of generation propagation	produce	individuals	None			0.0	0.0		photosynthesis	photosynthesis	True
432	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	is the biological process by which new individual organisms, offsprings, are produced from their parents.	None	None	process | produced	new individual organisms offsprings	None			1.0	0.0		photosynthesis	photosynthesis	True
433	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Food All living things need food (for energy) to grow and reproduce.	All living things	Food	reproduce		None			0.0	0.0		photosynthesis	photosynthesis	True
434	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Parts of Plants Flowers and fruits are the parts of plants that are for reproduction.	Plants	Flowers and fruits	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
435	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Animals and Plants need energy for growth and reproduction.	Animals and Plants	energy	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
436	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	au Animals and Plants need energy for growth and reproduction.	Animals and Plants	energy	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
437	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Humans, animals and plants reproduce their own kind.	Humans , animals and plants	None	reproduce	their own kind	None			0.0	0.29703091422899996		photosynthesis	photosynthesis	True
438	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants	None	reproduce |  producing	flowers fruits	None			0.0	0.393169383983		photosynthesis	photosynthesis	True
439	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	When an organism has an offspring (baby) it is called reproduction.	organism	None	reproduction	offspring	None			0.33333333333299997	0.777810920984		photosynthesis	photosynthesis	True
440	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	A seed growing into a plant is a form of reproduction.	seed	None	reproduction	plant	None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
