	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
1050	To take in light 			take			reflect	When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.								0.0			absorb	reflect	False
1051	To take in light 			take			absorb	Plants absorb water and the nutrients from the water via their roots systems.	Plants	water|roots	absorb					0.0			absorb	reflect	False
1052	To take in light 			take			absorb	The part of the plant that absorbs the water is the roots.								0.0			absorb	reflect	False
1053	To take in light 			take			absorb	Plants need much more water than animals because they lose most of the water they absorb.					water			0.0			absorb	reflect	False
1054	To take in light 			take			absorb	Plants only absorb as much water as they need.					water			0.0			absorb	reflect	False
1055	To take in light 			take			absorb	Plants obtain energy by absorbing light energy.								0.0			absorb	reflect	False
1056	To take in light 			take			refract	When light travels through water or a lens, for example, its path is bent or refracted.		travels	refracted					0.0			absorb	reflect	False
1057	To take in light 			take			refract	Moon will reflect some sunlight that is refracted by the Earth's atmosphere.								0.0			absorb	reflect	False
1058	To take in light 			take			refract	Condensed water in the air may also refract sunlight to produce rainbows.								0.0			absorb	reflect	False
1059	To take in light 			take			refract	The moon will appear orange because of lower frequency light being refracted in Earth's atmosphere.	moon		appear	frequency light|refracted|Earth				0.0			absorb	reflect	False
1060	To take in light 			take			refract	To break the natural course of, as rays of light or heat, when passing from one transparent medium to another of different density			break	natural|light				0.0			absorb	reflect	False
1061	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		asexual reproduction	A more stringent definition is agamogenesis which is reproduction without the fusion of gametes					without the fusion of gametes	0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1062	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		asexual reproduction	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaea, bacteria, and protists	bacteria|protists		reproduction	single-celled organisms|the archaea|and		0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1063	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		asexual reproduction	Asexual reproduction is a mode of reproduction by which offspring arise from a single organism, and inherit the genes of that parent only	offspring|single organism		reproduction|inherit	from a|the genes of|parent		0.766322783014		0.0	0.0		sexual reproduction	cross-pollination	False
1064	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		asexual reproduction	reproduction that involves a single parent and results in offspring that are all genetically identical to the parent	single parent and|genetically		reproduction	that|results in offspring|all|identical to|parent		0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1065	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		asexual reproduction	The generation of offspring from a single parent that occurs without the fusion of gametes (by budding, division of a single cell, or division of the entire organism into two or more parts).	gametes|organism	single parent|gametes|cell	generation|budding	offspring|single cell|division|entire organism|two|parts	occurs without the fusion of gametes	0.0112103987234		0.0	0.125814698582		sexual reproduction	cross-pollination	False
1066	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		self-pollination	However, self pollenizing can be advantageous, allowing plants to spread beyond the range of suitable pollinators or produce offspring in areas where pollinator populations have been greatly reduced or are naturally variable						0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1067	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		self-pollination	Most of the self-pollinating plants have small, relatively inconspicuous flowers that shed pollen directly onto the stigma, sometimes even before the bud opens						0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1068	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		self-pollination	Self pollination limits the variety of progeny and may depress plant vigor						0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1069	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		self-pollination	Self-pollination is a form of pollination that can occur when a flower has both stamen and a carpel (pistil) in which the cultivar or species is self fertile and the stamens and the sticky stigma of the carpel contact each other in order to accomplish pollination						0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1070	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	A more stringent definition is agamogenesis which is reproduction without the fusion of gametes					without the fusion of gametes	0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1071	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaea, bacteria, and protists	bacteria|protists		reproduction	single-celled organisms|the archaea|and		0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1072	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	Asexual reproduction is a mode of reproduction by which offspring arise from a single organism, and inherit the genes of that parent only	offspring|single organism		reproduction|inherit	from a|the genes of|parent		0.766322783014		0.0	0.0		sexual reproduction	cross-pollination	False
1073	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	reproduction that involves a single parent and results in offspring that are all genetically identical to the parent	single parent and|genetically		reproduction	that|results in offspring|all|identical to|parent		0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1074	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	The generation of offspring from a single parent that occurs without the fusion of gametes (by budding, division of a single cell, or division of the entire organism into two or more parts).	gametes|organism	single parent|gametes|cell	generation|budding	offspring|single cell|division|entire organism|two|parts	occurs without the fusion of gametes	0.0112103987234		0.0	0.125814698582		sexual reproduction	cross-pollination	False
1075	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	A type of reproduction in which two parents give rise to offspring that have unique combinations of genes inherited from the gametes of the parents.	offspring|genes	parents	inherited			0.766322783014		0.0	0.0		sexual reproduction	cross-pollination	False
1076	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		sexual reproduction	type of reproduction that involves the fertilization of gametes produced by two parents and produces genetically variable offspring	parents		type	gametes|variable offspring		0.0		0.0	0.540174461235		sexual reproduction	cross-pollination	False
1077	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		cross-pollination	Many plants require this kind of pollen distribution, known as cross-pollination, in order to produce viable seeds.	plants		require	pollen		1.0		0.0	0.0		sexual reproduction	cross-pollination	False
1078	The process of making a new plant from the joining of a sperm and a egg cell is known as 	plant		making|joining	sperm		cross-pollination	Because cross-pollination between varieties produces variable results, apples and some other fruit trees are usually not grown from seeds.						0.0		0.0	0.0		sexual reproduction	cross-pollination	False
1079	How does your body acquire the oxygen the cells in your body need to function? 						diffusion	Conduction or diffusion The transfer of energy between objects that are in physical contact.											breathing	diffusion	False
1080	How does your body acquire the oxygen the cells in your body need to function? 						diffusion	the diffusion of water into the blood.	water	the blood	diffusion		into the blood						breathing	diffusion	False
1081	How does your body acquire the oxygen the cells in your body need to function? 						diffusion	The water from the lumen diffuses into the blood.	water|lumen		diffuses		into the blood						breathing	diffusion	False
1082	How does your body acquire the oxygen the cells in your body need to function? 						diffusion	Plants get rid of carbon dioxide and oxygen through diffusion.	Plants|carbon		diffusion								breathing	diffusion	False
1083	How does your body acquire the oxygen the cells in your body need to function? 						diffusion	Oxygen from the water diffuses into the capillaries in the gills.	Oxygen|water	capillaries	diffuses	gills	into the capillaries in the gills						breathing	diffusion	False
1084	How does your body acquire the oxygen the cells in your body need to function? 						absorption	Plants absorb water and the nutrients from the water via their roots systems.	Plants	water|roots	absorb								breathing	diffusion	False
1085	How does your body acquire the oxygen the cells in your body need to function? 						absorption	The part of the plant that absorbs the water is the roots.											breathing	diffusion	False
1086	How does your body acquire the oxygen the cells in your body need to function? 						absorption	Plants need much more water than animals because they lose most of the water they absorb.					water						breathing	diffusion	False
1087	How does your body acquire the oxygen the cells in your body need to function? 						absorption	Plants only absorb as much water as they need.					water						breathing	diffusion	False
1088	How does your body acquire the oxygen the cells in your body need to function? 						absorption	Plants obtain energy by absorbing light energy.											breathing	diffusion	False
1089	How does your body acquire the oxygen the cells in your body need to function? 						breathing	Plants need energy to give oxygen for us to breathe and animals need energy to search for more foods.					oxygen						breathing	diffusion	False
1090	How does your body acquire the oxygen the cells in your body need to function? 						breathing	All animals and plants need oxygen to breathe.					oxygen						breathing	diffusion	False
1091	How does your body acquire the oxygen the cells in your body need to function? 						breathing	Animals breathe in oxygen and use it to extract energy from food.	Animals		breathe		use it to extract energy from food						breathing	diffusion	False
1092	How does your body acquire the oxygen the cells in your body need to function? 						breathing	All the plants around you are breathing and releasing water, too.	plants		breathing								breathing	diffusion	False
1093	How does your body acquire the oxygen the cells in your body need to function? 						breathing	Animals take in air by breathing.	Animals		take								breathing	diffusion	False
1094	How does your body acquire the oxygen the cells in your body need to function? 						breathing	Humans inhale (breathe in) oxygen and exhale (breathe out) carbon dioxide.	Humans		inhale|breathe	dioxide	oxygen						breathing	diffusion	False
1095	How does your body acquire the oxygen the cells in your body need to function? 						breathing	Breathing is the process that moves air in and out of the lungs											breathing	diffusion	False
1096	How does your body acquire the oxygen the cells in your body need to function? 						breathing	The process of respiration, during which air is inhaled into the lungs through the mouth or nose due to muscle contraction and then exhaled due to muscle relaxation.											breathing	diffusion	False
1097	How does your body acquire the oxygen the cells in your body need to function? 						breathing	A fish breathes by taking water into its mouth and forcing it out through the gill passages											breathing	diffusion	False
1098	How does your body acquire the oxygen the cells in your body need to function? 						osmosis	Plant roots uptake water from the surrounding soil through osmosis.			osmosis	water	from the surrounding soil						breathing	diffusion	False
1099	How does your body acquire the oxygen the cells in your body need to function? 						osmosis	Roots absorb water from the surrounding soil using the process of osmosis.	Roots	water	absorb		from the surrounding soil						breathing	diffusion	False
1100	How does your body acquire the oxygen the cells in your body need to function? 						osmosis	Water is taken into the plant through roots by osmosis and is carried through the stems to the leaves.			osmosis	Water|plant|roots	through roots						breathing	diffusion	False
1101	How does your body acquire the oxygen the cells in your body need to function? 						osmosis	Water enters plant cells from the environment via osmosis.	Water|cells		osmosis	plant							breathing	diffusion	False
1102	How does your body acquire the oxygen the cells in your body need to function? 						osmosis	Any water gained by osmosis may help keep a plant cell rigid or turgid.	plant		osmosis	water|help|cell							breathing	diffusion	False
1103	A force that resists motion created by objects rubbing together. 						gravity	A simple example of potential energy is the gravitational energy of some water at a height above the Earth.											friction	gravity	False
1104	A force that resists motion created by objects rubbing together. 						gravity	An example of gravitational energy is water flowing down a waterfall.											friction	gravity	False
1105	A force that resists motion created by objects rubbing together. 						gravity	The gravitational potential energy of the water is converting to kinetic energy.											friction	gravity	False
1106	A force that resists motion created by objects rubbing together. 						gravity	Electrical energy and gravitational potential energy are two examples of stored energy.											friction	gravity	False
1107	A force that resists motion created by objects rubbing together. 						gravity	The water cycle is powered by the Sun's energy and the Earth's gravity.											friction	gravity	False
1108	A force that resists motion created by objects rubbing together. 						gravity	When you jump up in the air, you come back down to the ground due to gravity.											friction	gravity	False
1109	A force that resists motion created by objects rubbing together. 						gravity	Gravity, or gravitation, is the attraction of all matter for all other matter.											friction	gravity	False
1110	A force that resists motion created by objects rubbing together. 						gravity	the force of attraction by which terrestrial bodies tend to fall toward the center of the earth.											friction	gravity	False
1111	A force that resists motion created by objects rubbing together. 						gravity	gravity is a natural phenomenon by which all physical bodies attract each other.											friction	gravity	False
1112	A force that resists motion created by objects rubbing together. 						friction	all mechanical waves must lose energy as they move through a medium because some energy is lost due to friction.											friction	gravity	False
1113	A force that resists motion created by objects rubbing together. 						friction	An excess of water creates too much suction, whereas a lack of water will create friction.											friction	gravity	False
1114	A force that resists motion created by objects rubbing together. 						friction	Due to friction, kinetic energy is converted to heat and not potential energy.											friction	gravity	False
1115	A force that resists motion created by objects rubbing together. 						friction	Part of the energy of your pushing moves the box, and part of the energy is lost to kinetic friction.											friction	gravity	False
1116	A force that resists motion created by objects rubbing together. 						friction	In converting one form of energy into another, some energy is ordinarily wasted in overcoming friction.											friction	gravity	False
1117	A force that resists motion created by objects rubbing together. 						friction	Friction is a force that provides resistance whenever two surfaces are in contact.											friction	gravity	False
1118	A force that resists motion created by objects rubbing together. 						friction	The box pushed across the floor will eventually stop because of the force, or friction, the floor has on the box.	box		pushed								friction	gravity	False
1119	A force that resists motion created by objects rubbing together. 						friction	Friction is also the force exerted by brakes on a bicycle or car in order to stop.											friction	gravity	False
1120	A force that resists motion created by objects rubbing together. 						friction	When two objects slide over one another friction can occur.											friction	gravity	False
1121	A force that resists motion created by objects rubbing together. 						friction	Friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.											friction	gravity	False
1122	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	Plants need energy to give oxygen for us to breathe and animals need energy to search for more foods.					oxygen						breathe	breathe	True
1123	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	All animals and plants need oxygen to breathe.					oxygen						breathe	breathe	True
1124	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	Animals breathe in oxygen and use it to extract energy from food.	Animals		breathe		use it to extract energy from food						breathe	breathe	True
1125	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	All the plants around you are breathing and releasing water, too.	plants		breathing								breathe	breathe	True
1126	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	Animals take in air by breathing.	Animals		take								breathe	breathe	True
1127	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	Humans inhale (breathe in) oxygen and exhale (breathe out) carbon dioxide.	Humans		inhale|breathe	dioxide	oxygen						breathe	breathe	True
1128	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	Breathing is the process that moves air in and out of the lungs											breathe	breathe	True
1129	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	The process of respiration, during which air is inhaled into the lungs through the mouth or nose due to muscle contraction and then exhaled due to muscle relaxation.											breathe	breathe	True
1130	"Your respiratory system helps you <span class=""blank""> </span>. "						breathe	A fish breathes by taking water into its mouth and forcing it out through the gill passages											breathe	breathe	True
1131	"Your respiratory system helps you <span class=""blank""> </span>. "						move	Nutrients move through a plant by the movement of water.	Nutrients	plant	move								breathe	breathe	True
1132	"Your respiratory system helps you <span class=""blank""> </span>. "						move	Earths water is always moving and the water cycle describes the water on, above or below the surface of earth.											breathe	breathe	True
1133	"Your respiratory system helps you <span class=""blank""> </span>. "						move	Anything that is moving has energy, and the more it’s moving, the more energy it has.	Anything		moving	energy							breathe	breathe	True
1134	"Your respiratory system helps you <span class=""blank""> </span>. "						move	The locomotion system is responsible for movement.											breathe	breathe	True
1135	"Your respiratory system helps you <span class=""blank""> </span>. "						move	an act of changing physical location or position or of having this changed.	location		changing	having							breathe	breathe	True
1136	"Your respiratory system helps you <span class=""blank""> </span>. "						move	movement of sand along a beach by wave action		wave action	movement								breathe	breathe	True
1137	"Your respiratory system helps you <span class=""blank""> </span>. "						digest food	(food for them) And animals eat meat or plants and digest it to get energy.											breathe	breathe	True
1138	"Your respiratory system helps you <span class=""blank""> </span>. "						digest food	The digestive system breaks down the food so our body can use it.											breathe	breathe	True
1139	"Your respiratory system helps you <span class=""blank""> </span>. "						digest food	Animal proteins are much more digestible than those of plant sources.											breathe	breathe	True
1140	"Your respiratory system helps you <span class=""blank""> </span>. "						digest food	process of breaking down food into nutrients that can be absorbed by the blood	nutrients		process|breaking	breaking down food|nutrients|absorbed|blood							breathe	breathe	True
1141	"Your respiratory system helps you <span class=""blank""> </span>. "						digest food	the breaking down of food into molecules small enough for the body to absorb.	food|molecules		breaking								breathe	breathe	True
1142	corroding metal 						physical change	A change in the physical state of a molecule, object, wave or system.			change								chemical change	physical change	False
1143	corroding metal 						physical change	A physical change involves a change in physical properties											chemical change	physical change	False
1144	corroding metal 						physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects		changes|change	change|composition							chemical change	physical change	False
1145	corroding metal 						physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.											chemical change	physical change	False
1146	corroding metal 						physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.											chemical change	physical change	False
1147	corroding metal 						chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism		change	level							chemical change	physical change	False
1148	corroding metal 						chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.											chemical change	physical change	False
1149	corroding metal 						chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances											chemical change	physical change	False
1150	corroding metal 						chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants					products						chemical change	physical change	False
1151	corroding metal 						chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity											chemical change	physical change	False
1152	What process produces sex cells? 						mitosis	There is no genetic variation produced because asexual reproduction uses mitosis as the genetic process to duplicate the genome.	mitosis|genetic		reproduction	the|duplicate the genome							meiosis	mitosis	False
1153	What process produces sex cells? 						mitosis	Well, when mitosis is finished (cytokinesis) the structures in a plant cell are different than those in an animal cell.											meiosis	mitosis	False
1154	What process produces sex cells? 						mitosis	There are areas of the plant that are capable of growth from mitosis (also known as meristems).											meiosis	mitosis	False
1155	What process produces sex cells? 						mitosis	Vegetative growth continues through cell division (mitosis) and expansion in the epicotyl or growing point of the young plant.											meiosis	mitosis	False
1156	What process produces sex cells? 						mitosis	All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.											meiosis	mitosis	False
1157	What process produces sex cells? 						splitting	break or cause to break forcibly into parts, especially into halves or along the grain.	halves		break	parts							meiosis	mitosis	False
1158	What process produces sex cells? 						splitting	If you split something, you separate, cut, or break it into different parts.	something		split								meiosis	mitosis	False
1159	What process produces sex cells? 						splitting	If you split your skin, you cut it by hitting it.			split	hitting							meiosis	mitosis	False
1160	What process produces sex cells? 						splitting	Factors associated with high levels of splitting include wide plant spacing, early sowing, lengthy growth durations, and genotype.											meiosis	mitosis	False
1161	What process produces sex cells? 						splitting	The process of splitting these salt molecules serves to clean the water.											meiosis	mitosis	False
1162	What process produces sex cells? 						meiosis	All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.											meiosis	mitosis	False
1163	What process produces sex cells? 						meiosis	Much like pollen, the ovules are produced through meiosis and they contain half of the plant's genetic code.	ovules		produced								meiosis	mitosis	False
1164	What process produces sex cells? 						meiosis	During the process of meiosis diploid cells produce haploid cells.											meiosis	mitosis	False
1165	What process produces sex cells? 						meiosis	Just one egg is produced from the four haploid cells that result from meiosis.											meiosis	mitosis	False
1166	What process produces sex cells? 						meiosis	process of reductional division in which the number of chromosomes per cell is cut in half.			process	reductional division|number|chromosomes|cell is cut in half							meiosis	mitosis	False
1167	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						convection	The greater the movement of the air or water the greater the rate of heat removal by convection.	water		convection	movement|heat							radiation	convection	False
1168	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						convection	Water vapor in the air rises mostly by convection.			convection	Water vapor							radiation	convection	False
1169	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						convection	The warmed surface water is then transferred downward into the water column by conduction and convection.	warmed surface water		convection	transferred downward into the water column							radiation	convection	False
1170	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						convection	Heat was transferred from the flame of the stove to the water by convection.	Heat		convection	transferred|water	from the flame of the stove						radiation	convection	False
1171	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						convection	The particles move around from one place to another through the flow of thermal energy during convection.	particles	thermal	move		flow of thermal energy						radiation	convection	False
1172	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						radiation	diverge or spread from or as if from a central point.											radiation	convection	False
1173	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						radiation	emit (energy, especially light or heat) in the form of rays or waves.											radiation	convection	False
1174	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						radiation	radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium											radiation	convection	False
1175	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						radiation	the complete process in which energy is emitted by one body, transmitted through an intervening medium or space, and absorbed by another body.		space	process	body|medium|body							radiation	convection	False
1176	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						radiation	the process in which energy is emitted as particles or waves.											radiation	convection	False
1177	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						reflection	Only the part of the moon that is reflecting the light from the Sun is changing.	part|reflecting		changing								radiation	convection	False
1178	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						reflection	If light or sound 'reflects' off something, it hits it and goes in a different direction.			reflects	different direction							radiation	convection	False
1179	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						reflection	To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws			falling								radiation	convection	False
1180	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						reflection	To throw or bend back (light, for example) from a surface			throw								radiation	convection	False
1181	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						reflection	When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.											radiation	convection	False
1182	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	all mechanical waves must lose energy as they move through a medium because some energy is lost due to friction.											radiation	convection	False
1183	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	An excess of water creates too much suction, whereas a lack of water will create friction.											radiation	convection	False
1184	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	Due to friction, kinetic energy is converted to heat and not potential energy.											radiation	convection	False
1185	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	Part of the energy of your pushing moves the box, and part of the energy is lost to kinetic friction.											radiation	convection	False
1186	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	In converting one form of energy into another, some energy is ordinarily wasted in overcoming friction.											radiation	convection	False
1187	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	Friction is a force that provides resistance whenever two surfaces are in contact.											radiation	convection	False
1188	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	The box pushed across the floor will eventually stop because of the force, or friction, the floor has on the box.	box		pushed								radiation	convection	False
1189	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	Friction is also the force exerted by brakes on a bicycle or car in order to stop.											radiation	convection	False
1190	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	When two objects slide over one another friction can occur.											radiation	convection	False
1191	"Energy from the sun reaches earth by <span class=""blank""> </span>. "						friction	Friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.											radiation	convection	False
1192	Which is the best example of natureâ??s recycling process? 						the water cycle	By transferring water from one reservoir to another, the water cycle purifies water, replenishes the land with freshwater, and transports minerals to different parts of the globe											the water cycle	the water cycle	True
1193	Which is the best example of natureâ??s recycling process? 						the water cycle	interconnected pathways through which water is recycled through the biotic and abiotic components of the biosphere					through the biotic and abiotic components of the biosphere						the water cycle	the water cycle	True
1194	Which is the best example of natureâ??s recycling process? 						the water cycle	The cycling of water through ecosystems, mainly involving changes between liquid and gaseous states.	water|ecosystems	liquid|states	cycling		through ecosystems						the water cycle	the water cycle	True
1195	Which is the best example of natureâ??s recycling process? 						the water cycle	The water cycle, also known as the hydrologic cycle or H2O cycle, describes the continuous movement of water on, above and below the surface of the Earth					on, above and below the surface of the Earth						the water cycle	the water cycle	True
1196	Which is the best example of natureâ??s recycling process? 						the water cycle	Water can change states among liquid, vapor, and ice at various places in the water cycle	Water		change	states|ice|water							the water cycle	the water cycle	True
1197	Which is the best example of natureâ??s recycling process? 						erosion	Water flow kept eroding the banks over an incredibly long period of time.											the water cycle	the water cycle	True
1198	Which is the best example of natureâ??s recycling process? 						erosion	The warm air gradually erodes the cold air.											the water cycle	the water cycle	True
1199	Which is the best example of natureâ??s recycling process? 						erosion	The sea transports the material it has eroded and deposits it in places where the water is calm.											the water cycle	the water cycle	True
1200	Which is the best example of natureâ??s recycling process? 						erosion	Flowing water erodes or deposits particles depending on how fast the water is moving and how big the particles are.	particles	Flowing water|water	erodes								the water cycle	the water cycle	True
1201	Which is the best example of natureâ??s recycling process? 						erosion	Erosion is the process by which soil and or other Earth materials are moved from one place to another.	soil|Earth materials		moved								the water cycle	the water cycle	True
1202	Which is the best example of natureâ??s recycling process? 						erosion	movement of sand along a beach by wave action		wave action	movement								the water cycle	the water cycle	True
1203	Which is the best example of natureâ??s recycling process? 						erosion	Erosion involves moving pieces from one location to another.											the water cycle	the water cycle	True
1204	Which is the best example of natureâ??s recycling process? 						erosion	The process by which soil and rock is removed from one area of the Earth through natural causes such as wind, water, and ice and transported elsewhere is called erosion.											the water cycle	the water cycle	True
1205	Which is the best example of natureâ??s recycling process? 						erosion	erosion is the action of exogenic processes (such as water flow or wind) which remove soil and rock from one location on the Earth's crust, then transport it to another location where it is deposited.											the water cycle	the water cycle	True
1206	Which is the best example of natureâ??s recycling process? 						weathering	Solar energy warms the Earth, causes wind and weather, and sustains plant and animal life.											the water cycle	the water cycle	True
1207	Which is the best example of natureâ??s recycling process? 						weathering	Water, ice, acids, salt, plants, animals, and changes in temperature are all agents of weathering.	animals	Water	weathering								the water cycle	the water cycle	True
1208	Which is the best example of natureâ??s recycling process? 						weathering	On the surface of the Earth, water is important in both chemical and physical weathering processes.					surface of the earth[location]						the water cycle	the water cycle	True
1209	Which is the best example of natureâ??s recycling process? 						weathering	Chemical weathering involves reactions between air and water and minerals in rocks.		rocks	Chemical								the water cycle	the water cycle	True
1210	Which is the best example of natureâ??s recycling process? 						weathering	The gradual wearing away or eroding of rocks at the earth's surface.					at the earth's surface						the water cycle	the water cycle	True
1211	When closely related living things are bred together, it is called 						adaptation	The adaptation of animals are the features an animal has to live in their environment.											crossbreeding	adaptation	False
1212	When closely related living things are bred together, it is called 						adaptation	Animals and plants are adapted to the conditions of the habitats in which they live.	Animals|plants	conditions of|habitats	adapted								crossbreeding	adaptation	False
1213	When closely related living things are bred together, it is called 						adaptation	Plants and animals have adapted to changes in the environment for millions of years.	Plants|animals	changes|millions	adapted								crossbreeding	adaptation	False
1214	When closely related living things are bred together, it is called 						adaptation	Even well watered plants may wilt if the plant cannot adapt it transpiration rate.	plant		transpiration								crossbreeding	adaptation	False
1215	When closely related living things are bred together, it is called 						adaptation	Inherited characteristic of an organism that enhances its survival and reproduction in specific environments.											crossbreeding	adaptation	False
1216	When closely related living things are bred together, it is called 						crossbreeding	the act of mixing different species or varieties of animals or plants and thus to produce hybrids	animals|plants		mixing								crossbreeding	adaptation	False
1217	When closely related living things are bred together, it is called 						crossbreeding	To produce an organism by the mating of individuals of different breeds,varieties, or species	organism	of individuals|breeds|varieties|species	produce								crossbreeding	adaptation	False
1218	mixing lemonade powder into water 		water	mixing	powder		physical change	A change in the physical state of a molecule, object, wave or system.			change				0.0	0.21484375	0.0		physical change	physical change	True
1219	mixing lemonade powder into water 		water	mixing	powder		physical change	A physical change involves a change in physical properties							0.0	0.0	0.0		physical change	physical change	True
1220	mixing lemonade powder into water 		water	mixing	powder		physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects		changes|change	change|composition			0.0	0.107421875	0.053664599274199996		physical change	physical change	True
1221	mixing lemonade powder into water 		water	mixing	powder		physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.							0.0	0.0	0.0		physical change	physical change	True
1222	mixing lemonade powder into water 		water	mixing	powder		physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.							0.0	0.0	0.0		physical change	physical change	True
