	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
639	hibernation		too cold and it is hard to find food							hibernate	Animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
640	hibernation									hibernates	Animal	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
641	hibernation									hibernation	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
642	hibernation		winter							going into a dormant state		migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	
643	hibernation		long winters							storing food and going dormant	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
644	hibernation									state of inactivity and metabolic depression	endotherms	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	0.0
645	hibernation					survive winter extremes				deep sleep | torpor	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
646	hibernation					survive the winter				deep sleep		migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	
647	hibernation		changes in their environment | seasonal changes							hibernation	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
648	hibernation		long winters							hibernation |  storing food and going dormant	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
649	hibernation		winter							resting | deep sleep	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
650	hibernation									slow their metabolism to very low levels, with body temperature and breathing rates lowered	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
651	hibernation		cold season | weather is freezing | food is scarce			survive				hibernate |  go into a deep sleep	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
652	hibernation		long winters							storing food and going dormant | hibernation	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
653	hibernation									dormant condition	animals | bears	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	0.494012624184
654	hibernation		cold climates | winter							inactive state | deep sleep	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
655	hibernation									state of inactivity | metabolic depression	endotherms	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	0.0
656	migration									migrating	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
657	migration					breed | grow | find food | avoid cold weather				migrate	Animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
658	migration					to raise their young | find the food they need | to stay warm				migrate	Animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
659	migration		cold months | changes in the weather							moving	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
660	migration		change in seasons							move | migration	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
661	migration									long distance movement | migration	individuals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	0.000720688257286
662	migration		locomotory exertions | active embarkation							movement	animal	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
663	migration									movement to another place	people | animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	0.911038422743
664	migration		avoid the change in seasons							move | migration	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
665	migration		for feeding or breeding			from one region to another				periodic passage	animals | birds | fishes	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0195918367347	0.331209798951
666	migration		food							migrate	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
667	migration		avoid extreme heat or cold							migrate	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					0.0	1.0
668	migration		seasons			one region or habitat to another				move	animal | bird | fish	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	0.331209798951
669	migration									moving		migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	
670	migration					one place to another				move	mammals | birds | fishes | insects | animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	0.21598657577
671	migration					from one area to another				seasonal movement	animals	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
672	migration					from one position to another				movement	atom | double bond	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	0.0
673	migration									movement | migration	animal	migration					migration	True	__________ is the movement of a group of one type of animal from one region to another and back again. 									movement	group of one type of animal					1.0	1.0
674	conservation		forms change							conserved	energy	succession		0.00237675194937			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
675	conservation		changed			heat energy				law of conservation of energy	mechanical energy	succession		0.0047265625			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
676	conservation									conservation ecology | judicious use	energy	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
677	conservation					protecting species, their habitats, and ecosystems from excessive rates of extinction and the erosion of biotic interactions				conservation	nature	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.229718989871					0.0
678	conservation					remains constant over time				law	energy	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
679	erosion		water flow							eroding	the banks	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
680	erosion		warm air							gradually erodes	cold air	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
681	erosion		the sea							eroded	material	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
682	erosion		flowing water							erodes	particles	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
683	erosion					moved from one place to another				process	soil | materials	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.020813189873799997					0.0
684	erosion		wave action			movement					sand	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
685	erosion					from one location to another				moving	pieces	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
686	erosion		wind | water |ice			transported elsewhere				process| removed	soil | rock 	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
687	erosion					transport it to another location				exogenic processes	soil | rock	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest	0.0					0.0
688	succession									change in the numbers and types	species	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
689	succession		disturbance or initial colonization of new habitat							ecological succession	ecological community	succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0005591107603069999
690	succession									gradual growth	ecosystem	succession					conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						0.0
691	succession		formation of new, unoccupied habitat or by some form of disturbance of an existing community							succession		succession		0.0			conservation	False	If a fire destroys a forest, new plants will grow. 		fire destroys			new plants will grow					forest						
692	melting		addition of heat			liquid				melting | changing	solid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0667070670056	0.0
693	melting									physical change | melting	ice	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0465505675447	0.0
694	melting		heat			liquid				changes	solid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.173333333333	0.0
695	melting					liquid				physical process | phase transition	substance	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135734072022
696	melting		reaches the temperature of its melting point			liquid				become	solid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.0
697	melting		thermal energy			liquid water				melts	solid (ice)	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.0
698	melting					liquid water				melting	water vapor	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
699	melting					liquid water				changes	solid ice	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.173333333333	0.0
700	melting					water				melting | physical change	Ice	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0465505675447	0.0
701	evaporation					clouds				evaporation	water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
702	evaporation									evaporate 	oils	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.0
703	evaporation									evaporation | extracting	moisture	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.0
704	evaporation					one state to another				evaporation | changes	matter	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	0.39889196675899996
705	evaporation					gaseous state | vapor				evaporation | changing	water | liquid state	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	1.0
706	evaporation					gaseous phase				evaporation | vaporization	liquid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	1.0
707	evaporation		increase in temperature and/or pressure			gaseous state				process | changing | evaporation	substance | liquid state	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	1.0
708	evaporation					gas				evaporation | changes	matter | liquid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	1.0
709	evaporation					water vapor				changing | evaporation	liquid water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	1.0
710	evaporation		energy of the sun							evaporated	surface water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
711	evaporation		temperature below the boiling point			vapor				change	liquid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.173333333333	1.0
712	evaporation					water vapor				change of state | evaporation	water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.037422783888199994	0.135162572564
713	evaporation		heat			gas				changing	liquid	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.173333333333	1.0
714	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0563171307151	1.0
715	evaporation					water vapor				process | evaporation | changing	liquid water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.05848630579419999	1.0
716	evaporation					water vapor				evaporated	water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
717	evaporation					water vapor				evaporates	water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
718	evaporation									evaporation	water	evaporation					evaporation	True	When liquids are heated, this occurs: 									heated	liquids					0.0	0.135162572564
719	reproduce									reproduce		inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						
720	reproduce					flowers | fruits				reproduce	plants	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.0
721	reproduce					likeness of itself				creates	organism	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.22960069444400003
722	reproduce		process of generation | propagation			individuals				produce	organism	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.22960069444400003
723	reproduce					new individual organisms | offsprings				process | produced		inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					
724	reproduce		food							reproduce	all living things	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0
725	reproduce		flowers and fruits							reproduction	plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0
726	reproduce		energy							reproduction	animals and plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.000673906846702
727	reproduce					their own kind				reproduce	humans, animals and plants	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.000500732566015
728	reproduce					flowers and fruits				reproduce |  producing	plants	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.0
729	reproduce					offspring				reproduction	organism	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.22960069444400003
730	reproduce					plant				reproduction	seed	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.0
731	reproduce		male (pollen) and female (eggs)			seeds				forming	plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					0.0
732	reproduce					individual organisms				produced | biological process		inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies	0.0					
733	survive		water							survive	plants | animals	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.00087724104975
734	survive		water							survive	plant	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0
735	survive		water							survival	animals | plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.00087724104975
736	survive		light energy							survive	plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0
737	survive									survival	plants | animals	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.00087724104975
738	inherit		maternally							inherit	flowering plants	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0
739	inherit		environment							inherited	plant or animal characteristics	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.000461226399265
740	inherit		changes							inherited	organism	inherit		0.0			reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.22960069444400003
741	inherit									inherits	animal	inherit					reproduce	False	"Babies will <span class=""blank""> </span> or get traits from their parents. "		their parents			get traits					babies						0.0017361111111099997
742	hibernation		winter							hibernate	Animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
743	hibernation		too cold and it is hard to find food							hibernate	Animals	migration		0.000503415537357			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
744	hibernation									hibernates	Animal	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
745	hibernation									hibernation	animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
746	hibernation		winter							going into a dormant state		migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	
747	hibernation		long winters							storing food and going dormant	animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
748	hibernation									state of inactivity and metabolic depression	endotherms	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
749	hibernation					survive winter extremes				deep sleep | torpor	animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
750	hibernation					survive the winter				deep sleep		migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	
751	hibernation		changes in their environment | seasonal changes							hibernation	animals	migration		0.593414663353			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
752	hibernation		long winters							hibernation |  storing food and going dormant	animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
753	hibernation		winter							resting | deep sleep	animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
754	hibernation									slow their metabolism to very low levels, with body temperature and breathing rates lowered	animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
755	hibernation		cold season | weather is freezing | food is scarce			survive				hibernate |  go into a deep sleep	animals	migration		0.239016368797			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
756	hibernation		long winters							storing food and going dormant | hibernation	animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
757	hibernation									dormant condition	animals | bears	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
758	hibernation		cold climates | winter							inactive state | deep sleep	animals	migration		0.0780241747459			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
759	hibernation									state of inactivity | metabolic depression	endotherms	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
760	decomposition		water can form acids when it mixes with certain gases in the atmosphere							decomposition	rocks	migration		0.229085643644			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
761	decomposition		the plant dies			carbon dioxide is given off				decomposition	the plant	migration		0.235275860083			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
762	decomposition		bacteria and fungi							fast decomposition	starch	migration		0.0			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
763	decomposition					soil nutrients				decomposition	dead plants and animals and their waste products	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
764	decomposition									chemical decomposition	earth materials	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
765	decomposition									break down | recycle	decomposers | organisms	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0016	0.266418505412
766	decomposition					simpler form of matter				broken down	substances	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0016	0.0
767	decomposition									process | decomposition	decomposers	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
768	decomposition					bones				decompose	animal	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
769	decomposition					finished compost				breakdown	organic materials	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.444444444444	0.0
770	migration									migrating	animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
771	migration					breed | grow | find food | avoid cold weather				migrate	Animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
772	migration					to raise their young | find the food they need | to stay warm				migrate	Animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
773	migration		cold months | changes in the weather							moving	animals	migration		0.467111433556			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
774	migration		change in seasons							move | migration	animals	migration		0.746746205658			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
775	migration									long distance movement | migration	individuals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	0.0
776	migration		locomotory exertions | active embarkation							movement	animal	migration		0.0			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
777	migration									movement to another place	people | animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
778	migration		avoid the change in seasons							move | migration	animals	migration		0.77920813254			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
779	migration		for feeding or breeding			from one region to another				periodic passage	animals | birds | fishes	migration		8.87886518021e-06			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0195918367347	1.0
780	migration		food							migrate	animals	migration		0.0			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
781	migration		avoid extreme heat or cold							migrate	animals	migration		0.0487617804908			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	1.0
782	migration		seasons			one region or habitat to another				move	animal | bird | fish	migration		1.0			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
783	migration									moving		migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	
784	migration					one place to another				move	mammals | birds | fishes | insects | animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
785	migration					from one area to another				seasonal movement	animals	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
786	migration					from one position to another				movement	atom | double bond	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	0.0
787	migration									movement | migration	animal	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					1.0	1.0
788	pollination		animals							pollinating	plants	migration		0.0			migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
789	pollination									cross-pollinate	plants	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
790	pollination									pollinated	plants	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
791	pollination									self-pollinate	plants	migration					migration	True	The movement of an animal from one place to another as the seasons change is called 		as the seasons change							movement	animal					0.0	0.0
792	attracts		water vapor is cooled			condense and become liquid water				attractions	water molecules	attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.127551020408	0.0
793	attracts		perfume their blooms			pollinate their flowers				attract the insects and other animals	plants	attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.666666666667	0.0
794	attracts		molecules in the liquid							attracted	molecules	attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.666666666667	0.0
795	attracts									mutual attraction	water molecules	attracts					attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.127551020408	0.0
796	attracts		something of interest							cause to come to a place		attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.023142651254099998	
797	repels		plants			plant pests				repel	resins or essences	attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.221453287197	0.0
798	repels		gravity							repels	two objects that have opposite charges	attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.221453287197	0.00282744948177
799	repels									repel	hydrophobic substances	attracts					attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.221453287197	0.093698373174
800	repels									repel carrot fly	aromatic companion plants	attracts					attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.221453287197	0.0
801	repels		force | influence							move back		attracts		0.0			attracts	True	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "		magnets							force	certain metals like iron					0.0074295358874200005	
802	run off		snow melts into water							runoff		precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
803	run off					contamination				runoff | overland flow	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
804	run off									surface runoff | major component of the water cycle		precipitation					run off	False	What is the third step of the water cycle? 									water cycle						1.0	
805	run off									run-off | water cycle		precipitation					run off	False	What is the third step of the water cycle? 									water cycle						1.0	
806	run off									flowing	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
807	run off									drains | flows off		precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
808	precipitation									precipitation | falling	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
809	precipitation									precipitation		precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
810	precipitation									falls	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
811	precipitation									precipitation | falls back	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
812	precipitation									precipitates	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
813	precipitation									falls | precipitation	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
814	precipitation									falling	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
815	precipitation									falling	water vapour	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
816	precipitation		gravity							falls | precipitation	water vapour	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
817	precipitation					reach the ground				fall | precipitation	liquid | solid water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.361664033411	
818	condensation					liquid				phase change	gas	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.36750446735500003	
819	condensation					liquid water				condensation	water vapor	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
820	condensation					liquid water				condenses	water vapour	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
821	condensation					water drops				condensed	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
