	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
322	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution		land		harmful substances				damages | contaminates		unwanted change in the environment			pollution
323	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution		water | air		harmful substances	pollutants	0.466107961267		combine		unwanted change in the environment	acid rain	0.0	pollution
324	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution		water		harmful substances	harmful materials	0.762937117951		pollution		unwanted change in the environment			pollution
325	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution				harmful substances	discharge of untreated water	0.0676655627948		pollution		unwanted change in the environment			pollution
326	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution				harmful substances				pollution		unwanted change in the environment	make our life miserable	0.00250169131539	pollution
327	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution				harmful substances				pollution		unwanted change in the environment	reduces the availability of fresh water	0.17844634471	pollution
328	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes			disguise	migrating	0.0				camouflage
329	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	Animals	1.0	colors, patterns and shapes			disguise	migrate	0.0		breed | grow | find food | avoid cold weather		camouflage
330	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	Animals	1.0	colors, patterns and shapes			disguise	migrate	0.0		to raise their young | find the food they need | to stay warm		camouflage
331	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes	cold months | changes in the weather	0.035571640271	disguise	moving	0.0				camouflage
332	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes	change in seasons	0.0725991532244	disguise	move | migration	0.0				camouflage
333	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	individuals	0.0	colors, patterns and shapes			disguise	long distance movement | migration	0.0				camouflage
334	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animal	1.0	colors, patterns and shapes	locomotory exertions | active embarkation	0.0	disguise	movement	0.0				camouflage
335	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	people | animals	1.0	colors, patterns and shapes			disguise	movement to another place	0.0				camouflage
336	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes	avoid the change in seasons	0.0442476443548	disguise	move | migration	0.0				camouflage
337	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals | birds | fishes	1.0	colors, patterns and shapes	for feeding or breeding	0.0	disguise	periodic passage	0.0		from one region to another		camouflage
338	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes	food	0.0	disguise	migrate	0.0				camouflage
339	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes	avoid extreme heat or cold	0.0	disguise	migrate	0.0				camouflage
340	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animal | bird | fish	1.0	colors, patterns and shapes	seasons	0.0	disguise	move	0.0		one region or habitat to another		camouflage
341	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal			colors, patterns and shapes			disguise	moving	0.0				camouflage
342	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	mammals | birds | fishes | insects | animals	1.0	colors, patterns and shapes			disguise	move	0.0		one place to another		camouflage
343	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animals	1.0	colors, patterns and shapes			disguise	seasonal movement	0.0		from one area to another		camouflage
344	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	atom | double bond	0.0	colors, patterns and shapes			disguise	movement	0.0		from one position to another		camouflage
345	Colors, patterns and shapes that disguise an animal from predators. 	migrate	animal	animal	1.0	colors, patterns and shapes			disguise	movement | migration	0.0				camouflage
346	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	Animals	1.0	colors, patterns and shapes	winter	0.0	disguise	hibernate	0.0				camouflage
347	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	Animals	1.0	colors, patterns and shapes	too cold and it is hard to find food	0.136383917603	disguise	hibernate	0.0				camouflage
348	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	Animal	1.0	colors, patterns and shapes			disguise	hibernates	0.0				camouflage
349	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes			disguise	hibernation	0.0				camouflage
350	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal			colors, patterns and shapes	winter	0.0	disguise	going into a dormant state	0.0				camouflage
351	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	long winters	0.0	disguise	storing food and going dormant	0.0				camouflage
352	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	endotherms	0.0	colors, patterns and shapes			disguise	state of inactivity and metabolic depression	0.0				camouflage
353	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes			disguise	deep sleep | torpor	0.0		survive winter extremes		camouflage
354	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal			colors, patterns and shapes			disguise	deep sleep	0.0		survive the winter		camouflage
355	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	changes in their environment | seasonal changes	0.0237230044085	disguise	hibernation	0.0				camouflage
356	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	long winters	0.0	disguise	hibernation |  storing food and going dormant	0.0				camouflage
357	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	winter	0.0	disguise	resting | deep sleep	0.0				camouflage
358	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes			disguise	slow their metabolism to very low levels, with body temperature and breathing rates lowered	0.0				camouflage
359	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	cold season | weather is freezing | food is scarce	0.000589797481575	disguise	hibernate |  go into a deep sleep	0.0		survive		camouflage
360	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	long winters	0.0	disguise	storing food and going dormant | hibernation	0.0				camouflage
361	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals | bears	1.0	colors, patterns and shapes			disguise	dormant condition	0.0				camouflage
362	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	animals	1.0	colors, patterns and shapes	cold climates | winter	0.0	disguise	inactive state | deep sleep	0.0				camouflage
363	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	animal	endotherms	0.0	colors, patterns and shapes			disguise	state of inactivity | metabolic depression	0.0				camouflage
364	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals	1.0	colors, patterns and shapes			disguise	camouflage	0.275		hide from their enemies		camouflage
365	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals	1.0	colors, patterns and shapes			disguise	camouflage	0.275				camouflage
366	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals	1.0	colors, patterns and shapes			disguise	camouflage	0.275		hide from predators		camouflage
367	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals | octopuses	1.0	colors, patterns and shapes			disguise	camouflage	0.275				camouflage
368	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals	1.0	colors, patterns and shapes			disguise	change color | camouflage	0.275		cannot be easily seen		camouflage
369	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal			colors, patterns and shapes			disguise	use of any combination of materials, coloration or illumination	0.0		concealment		camouflage
370	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animals	1.0	colors, patterns and shapes	avoid detection by predators or prey	0.0	disguise	adaptation	0.0		blend in to their natural environments		camouflage
371	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	species	0.0	colors, patterns and shapes			disguise	adaptation	0.0		blend with their surroundings		camouflage
372	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animal	1.0	colors, patterns and shapes	primary defense against predators	0.0	disguise	camouflage	0.275		avoid detection or recognition		camouflage
373	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	animal | person | building	1.0	colors, patterns and shapes			disguise				difficult for enemies to see		camouflage
374	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal			colors, patterns and shapes			disguise	mimicking the surrounding environment	0.0		avoiding detection		camouflage
375	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	leopard	0.25	colors, patterns and shapes			disguise	camouflage	0.275		blend in with the forest shadows		camouflage
376	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	animal	rabbits	0.173611111111	colors, patterns and shapes	white fur	0.129542908502	disguise	camouflage |use	0.275				camouflage
377	If a snake copies another snake it is called 	play	snake				energy of food		copies another snake	play	0.0				mimicry
378	If a snake copies another snake it is called 	play	snake	musical instrument	0.0				copies another snake	play	0.0		music		mimicry
379	If a snake copies another snake it is called 	play	snake	game	0.0				copies another snake	act | manner	0.0				mimicry
380	If a snake copies another snake it is called 	play	snake	game | sport	0.0				copies another snake	act | manner	0.0				mimicry
381	If a snake copies another snake it is called 	play	snake						copies another snake	act | manner	0.0		fun		mimicry
382	If a snake copies another snake it is called 	mimicry	snake	animals	0.1764				copies another snake	camouflage | mimicry	0.0				mimicry
383	If a snake copies another snake it is called 	mimicry	snake	Animals	0.1764				copies another snake	mimicry	0.0		protect themselves		mimicry
384	If a snake copies another snake it is called 	mimicry	snake	flowers	0.0				copies another snake	mimicry	0.0		attract pollinators		mimicry
385	If a snake copies another snake it is called 	mimicry	snake	Predators	0.0				copies another snake	mimicry	0.0		lure their prey		mimicry
386	If a snake copies another snake it is called 	mimicry	snake	organism	0.1936				copies another snake	resemblance	0.0		concealment | protection from predators		mimicry
387	If a snake copies another snake it is called 	camouflage	snake	animals	0.1764				copies another snake	camouflage	0.0		hide from their enemies		mimicry
388	If a snake copies another snake it is called 	camouflage	snake	animals	0.1764				copies another snake	camouflage	0.0				mimicry
389	If a snake copies another snake it is called 	camouflage	snake	animals	0.1764				copies another snake	camouflage	0.0		hide from predators		mimicry
390	If a snake copies another snake it is called 	camouflage	snake	animals | octopuses	0.0651602224786				copies another snake	camouflage	0.0				mimicry
391	If a snake copies another snake it is called 	camouflage	snake	animals	0.1764				copies another snake	change color | camouflage	0.00806189651654		cannot be easily seen		mimicry
392	If a snake copies another snake it is called 	camouflage	snake						copies another snake	use of any combination of materials, coloration or illumination	7.36473709185e-05		concealment		mimicry
393	If a snake copies another snake it is called 	camouflage	snake	animals	0.1764		avoid detection by predators or prey		copies another snake	adaptation	0.0		blend in to their natural environments		mimicry
394	If a snake copies another snake it is called 	camouflage	snake	species	0.0				copies another snake	adaptation	0.0		blend with their surroundings		mimicry
395	If a snake copies another snake it is called 	camouflage	snake	animal	0.1764		primary defense against predators		copies another snake	camouflage	0.0		avoid detection or recognition		mimicry
396	If a snake copies another snake it is called 	camouflage	snake	animal | person | building	0.0613592300777				copies another snake				difficult for enemies to see		mimicry
397	If a snake copies another snake it is called 	camouflage	snake						copies another snake	mimicking the surrounding environment	0.0808558411424		avoiding detection		mimicry
398	If a snake copies another snake it is called 	camouflage	snake	leopard	0.0				copies another snake	camouflage	0.0		blend in with the forest shadows		mimicry
399	If a snake copies another snake it is called 	camouflage	snake	rabbits	0.0		white fur		copies another snake	camouflage |use	0.0				mimicry
400	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	plant	animals	0.0	modified feature	live in their environment	0.0		adaptation		survive in the environment	features	0.0	adaptation
401	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	plant	animals | plants	1.0	modified feature	conditions of the habitats in which they live	0.0281635120766		adapted		survive in the environment			adaptation
402	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	plant	plants | animals	1.0	modified feature	changes in the environment	0.263966577535		adapted		survive in the environment			adaptation
403	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	plant	plants	1.0	modified feature				adapt		survive in the environment			adaptation
404	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	plant	organism	0.03515625	modified feature				inherited characteristic		survive in the environment	survival	1.0	adaptation
405	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	plant	plants | animals	1.0	modified feature	seasons	0.0158419755431		change		survive in the environment			adaptation
406	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	plant	water	0.0	modified feature	energy	0.0		change the temperature		survive in the environment			adaptation
407	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	plant	water	0.0	modified feature				change		survive in the environment			adaptation
408	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	plant	system	0.0	modified feature				change		survive in the environment			adaptation
409	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	plant	energy	0.0	modified feature				changes		survive in the environment	one form to another	0.0	adaptation
410	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	physical change	glass	molecule | object | wave | system	0.00812165343475				breaking	change	0.0559090909091	separate pieces			physical change
411	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	physical change	glass						breaking	physical change	0.0263086257135	separate pieces	change in physical properties	0.00313795746045	physical change
412	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	physical change	glass	objects | substances	0.0159862253252				breaking	physical changes	0.0263086257135	separate pieces			physical change
413	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	physical change	glass						breaking	physical changes	0.0263086257135	separate pieces	separate mixtures	0.498228247858	physical change
414	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	physical change	glass	chemical substance	6.17058820057e-05				breaking	physical changes	0.0263086257135	separate pieces			physical change
415	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	chemical change	glass	organism	0.0				breaking	change	0.0559090909091	separate pieces			physical change
416	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	chemical change	glass	one or more substances	4.13919808756e-05				breaking	converted	1.05414066453e-05	separate pieces	other substances	0.0	physical change
417	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	chemical change	glass	substance	0.000118147448015				breaking	combines | synthesis | decomposes	0.0	separate pieces	new substance | two or more different substances	0.0	physical change
418	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	chemical change	glass						breaking	chemical reactions | chemical change	0.0120153027114	separate pieces			physical change
419	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	chemical change	glass				heat | light | electricity		breaking	chemical reactions	0.0	separate pieces			physical change
420	Is burning a chemical change or physical change? 	physical change		molecule | object | wave | system					burning	change	0.0255952380952				chemical change
421	Is burning a chemical change or physical change? 	physical change							burning	physical change	0.0120441153334		change in physical properties		chemical change
422	Is burning a chemical change or physical change? 	physical change		objects | substances					burning	physical changes	0.0120441153334				chemical change
423	Is burning a chemical change or physical change? 	physical change							burning	physical changes	0.0120441153334		separate mixtures		chemical change
424	Is burning a chemical change or physical change? 	physical change		chemical substance					burning	physical changes	0.0120441153334				chemical change
425	Is burning a chemical change or physical change? 	chemical change		organism					burning	change	0.0255952380952				chemical change
426	Is burning a chemical change or physical change? 	chemical change		one or more substances					burning	converted	0.0		other substances		chemical change
427	Is burning a chemical change or physical change? 	chemical change		substance					burning	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
428	Is burning a chemical change or physical change? 	chemical change							burning	chemical reactions | chemical change	0.00550061767564				chemical change
429	Is burning a chemical change or physical change? 	chemical change					heat | light | electricity		burning	chemical reactions	0.0				chemical change
430	spoiling food 	physical change	food	molecule | object | wave | system	0.0				spoiling	change	0.0347222222222				chemical change
431	spoiling food 	physical change	food						spoiling	physical change	0.01633891615		change in physical properties		chemical change
432	spoiling food 	physical change	food	objects | substances	0.467409608709				spoiling	physical changes	0.01633891615				chemical change
433	spoiling food 	physical change	food						spoiling	physical changes	0.01633891615		separate mixtures		chemical change
434	spoiling food 	physical change	food	chemical substance	0.459033912858				spoiling	physical changes	0.01633891615				chemical change
435	spoiling food 	chemical change	food	organism	0.0				spoiling	change	0.0347222222222				chemical change
436	spoiling food 	chemical change	food	one or more substances	0.307917532733				spoiling	converted	0.0		other substances		chemical change
437	spoiling food 	chemical change	food	substance	0.87890625				spoiling	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
438	spoiling food 	chemical change	food						spoiling	chemical reactions | chemical change	0.00746207824215				chemical change
439	spoiling food 	chemical change	food				heat | light | electricity		spoiling	chemical reactions	0.0				chemical change
440	squeezing oranges to make orange juice 	physical change	oranges	molecule | object | wave | system	0.0689654605539				squeezing	change	0.00031887755102	orange juice			physical change
441	squeezing oranges to make orange juice 	physical change	oranges						squeezing	physical change	0.000150051270765	orange juice	change in physical properties	0.0263207821923	physical change
442	squeezing oranges to make orange juice 	physical change	oranges	objects | substances	0.135747899234				squeezing	physical changes	0.000150051270765	orange juice			physical change
443	squeezing oranges to make orange juice 	physical change	oranges						squeezing	physical changes	0.000150051270765	orange juice	separate mixtures	0.0	physical change
444	squeezing oranges to make orange juice 	physical change	oranges	chemical substance	0.00309040583016				squeezing	physical changes	0.000150051270765	orange juice			physical change
445	squeezing oranges to make orange juice 	chemical change	oranges	organism	0.0236686390533				squeezing	change	0.00031887755102	orange juice			physical change
446	squeezing oranges to make orange juice 	chemical change	oranges	one or more substances	0.00207302796527				squeezing	converted	0.0	orange juice	other substances	1.21075037207	physical change
447	squeezing oranges to make orange juice 	chemical change	oranges	substance	0.00591715976331				squeezing	combines | synthesis | decomposes	0.0	orange juice	new substance | two or more different substances	0.380207197827	physical change
448	squeezing oranges to make orange juice 	chemical change	oranges						squeezing	chemical reactions | chemical change	6.85292899789e-05	orange juice			physical change
449	squeezing oranges to make orange juice 	chemical change	oranges				heat | light | electricity		squeezing	chemical reactions	0.0	orange juice			physical change
450	mixing lemonade powder into water 	physical change	lemonade powder	molecule | object | wave | system	0.000380576745587				mixing | into water	change	0.21484375				physical change
451	mixing lemonade powder into water 	physical change	lemonade powder						mixing | into water	physical change	0.101097043678		change in physical properties		physical change
452	mixing lemonade powder into water 	physical change	lemonade powder	objects | substances	0.561546653978				mixing | into water	physical changes	0.101097043678				physical change
453	mixing lemonade powder into water 	physical change	lemonade powder						mixing | into water	physical changes	0.101097043678		separate mixtures		physical change
454	mixing lemonade powder into water 	physical change	lemonade powder	chemical substance	0.63040075419				mixing | into water	physical changes	0.101097043678				physical change
455	mixing lemonade powder into water 	chemical change	lemonade powder	organism	0.0				mixing | into water	change	0.21484375				physical change
456	mixing lemonade powder into water 	chemical change	lemonade powder	one or more substances	0.700683452263				mixing | into water	converted	0.0		other substances		physical change
457	mixing lemonade powder into water 	chemical change	lemonade powder	substance	2.0				mixing | into water	combines | synthesis | decomposes	0.010017371558		new substance | two or more different substances		physical change
458	mixing lemonade powder into water 	chemical change	lemonade powder						mixing | into water	chemical reactions | chemical change	0.0832078957637				physical change
459	mixing lemonade powder into water 	chemical change	lemonade powder				heat | light | electricity		mixing | into water	chemical reactions	0.067861871984				physical change
460	mowing the lawn 	physical change	lawn	molecule | object | wave | system	0.237860465992				mowing	change	0.0				physical change
461	mowing the lawn 	physical change	lawn						mowing	physical change	0.0		change in physical properties		physical change
462	mowing the lawn 	physical change	lawn	objects | substances	0.468191734092				mowing	physical changes	0.0				physical change
463	mowing the lawn 	physical change	lawn						mowing	physical changes	0.0		separate mixtures		physical change
464	mowing the lawn 	physical change	lawn	chemical substance	0.0				mowing	physical changes	0.0				physical change
465	mowing the lawn 	chemical change	lawn	organism	0.0				mowing	change	0.0				physical change
466	mowing the lawn 	chemical change	lawn	one or more substances	0.0				mowing	converted	0.0		other substances		physical change
467	mowing the lawn 	chemical change	lawn	substance	0.0				mowing	combines | synthesis | decomposes	0.0		new substance | two or more different substances		physical change
468	mowing the lawn 	chemical change	lawn						mowing	chemical reactions | chemical change	0.0				physical change
469	mowing the lawn 	chemical change	lawn				heat | light | electricity		mowing	chemical reactions	0.0				physical change
470	bleaching your hair 	physical change	hair	molecule | object | wave | system	0.209486105078	sunlight | chemical process			bleaching	change	0.208333333333				chemical change
471	bleaching your hair 	physical change	hair			sunlight | chemical process			bleaching	physical change	0.0980334968999		change in physical properties		chemical change
472	bleaching your hair 	physical change	hair	objects | substances	0.412341169835	sunlight | chemical process			bleaching	physical changes	0.0980334968999				chemical change
473	bleaching your hair 	physical change	hair			sunlight | chemical process			bleaching	physical changes	0.0980334968999		separate mixtures		chemical change
474	bleaching your hair 	physical change	hair	chemical substance	0.0	sunlight | chemical process			bleaching	physical changes	0.0980334968999				chemical change
475	bleaching your hair 	chemical change	hair	organism	0.0	sunlight | chemical process			bleaching	change	0.208333333333				chemical change
476	bleaching your hair 	chemical change	hair	one or more substances	0.0	sunlight | chemical process			bleaching	converted	0.0		other substances		chemical change
477	bleaching your hair 	chemical change	hair	substance	0.0	sunlight | chemical process			bleaching	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
478	bleaching your hair 	chemical change	hair			sunlight | chemical process			bleaching	chemical reactions | chemical change	0.0447724694529				chemical change
479	bleaching your hair 	chemical change	hair			sunlight | chemical process	heat | light | electricity	0.297234879392	bleaching	chemical reactions	0.0				chemical change
480	fireworks exploding 	physical change	fireworks	molecule | object | wave | system	0.0	combustion | pressure | decomposition			exploding	change	0.521604938272				chemical change
481	fireworks exploding 	physical change	fireworks			combustion | pressure | decomposition			exploding	physical change	0.245446829275		change in physical properties		chemical change
482	fireworks exploding 	physical change	fireworks	objects | substances	0.531808265908	combustion | pressure | decomposition			exploding	physical changes	0.245446829275				chemical change
483	fireworks exploding 	physical change	fireworks			combustion | pressure | decomposition			exploding	physical changes	0.245446829275		separate mixtures		chemical change
484	fireworks exploding 	physical change	fireworks	chemical substance	1.0	combustion | pressure | decomposition			exploding	physical changes	0.245446829275				chemical change
485	fireworks exploding 	chemical change	fireworks	organism	0.0	combustion | pressure | decomposition			exploding	change	0.521604938272				chemical change
486	fireworks exploding 	chemical change	fireworks	one or more substances	0.350341726131	combustion | pressure | decomposition			exploding	converted	0.0		other substances		chemical change
487	fireworks exploding 	chemical change	fireworks	substance	1.0	combustion | pressure | decomposition			exploding	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
488	fireworks exploding 	chemical change	fireworks			combustion | pressure | decomposition			exploding	chemical reactions | chemical change	0.112096997593				chemical change
489	fireworks exploding 	chemical change	fireworks			combustion | pressure | decomposition	heat | light | electricity	0.0	exploding	chemical reactions	0.0				chemical change
490	corroding metal 	physical change	metal	molecule | object | wave | system	0.0				corroding	change	0.666666666667				chemical change
491	corroding metal 	physical change	metal						corroding	physical change	0.31370719008		change in physical properties		chemical change
492	corroding metal 	physical change	metal	objects | substances	0.132952066477				corroding	physical changes	0.31370719008				chemical change
493	corroding metal 	physical change	metal						corroding	physical changes	0.31370719008		separate mixtures		chemical change
494	corroding metal 	physical change	metal	chemical substance	0.130569646324				corroding	physical changes	0.31370719008				chemical change
495	corroding metal 	chemical change	metal	organism	0.0				corroding	change	0.666666666667				chemical change
496	corroding metal 	chemical change	metal	one or more substances	0.0875854315328				corroding	converted	0.0		other substances		chemical change
497	corroding metal 	chemical change	metal	substance	0.25				corroding	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
498	corroding metal 	chemical change	metal						corroding	chemical reactions | chemical change	0.143271902249				chemical change
499	corroding metal 	chemical change	metal				heat | light | electricity		corroding	chemical reactions	0.0				chemical change
500	Burning a match is a 	physical change	match	molecule | object | wave | system	0.0281065589698				burning	change	0.0255952380952				chemical change
501	Burning a match is a 	physical change	match						burning	physical change	0.0120441153334		change in physical properties		chemical change
502	Burning a match is a 	physical change	match	objects | substances	0.0553234373292				burning	physical changes	0.0120441153334				chemical change
503	Burning a match is a 	physical change	match						burning	physical changes	0.0120441153334		separate mixtures		chemical change
504	Burning a match is a 	physical change	match	chemical substance	0.0				burning	physical changes	0.0120441153334				chemical change
505	Burning a match is a 	chemical change	match	organism	0.00390625				burning	change	0.0255952380952				chemical change
506	Burning a match is a 	chemical change	match	one or more substances	0.0				burning	converted	0.0		other substances		chemical change
507	Burning a match is a 	chemical change	match	substance	0.0				burning	combines | synthesis | decomposes	0.0		new substance | two or more different substances		chemical change
508	Burning a match is a 	chemical change	match						burning	chemical reactions | chemical change	0.00550061767564				chemical change
509	Burning a match is a 	chemical change	match				heat | light | electricity		burning	chemical reactions	0.0				chemical change
510	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	matter	molecule | object | wave | system	0.0153678027457				change	change	1.0				physical change
511	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	matter						change	physical change	1.0		change in physical properties		physical change
512	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	matter	objects | substances	0.460459183673				change	physical changes	1.0				physical change
513	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	matter						change	physical changes	1.0		separate mixtures		physical change
514	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	matter	chemical substance	1.0				change	physical changes	1.0				physical change
515	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	matter	organism	0.0				change	change	1.0				physical change
516	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	matter	one or more substances	0.460459183673				change	converted	0.124565361775		other substances		physical change
517	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	matter	substance	0.882351544911				change	combines | synthesis | decomposes	1.0		new substance | two or more different substances		physical change
518	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	matter						change	chemical reactions | chemical change	1.0				physical change
519	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	matter				heat | light | electricity		change	chemical reactions	0.0				physical change
520	A reaction that forms water and a salt is called a 	chemical reaction		organism					reaction 	change	0.0	water and a salt			neutralization reaction
521	A reaction that forms water and a salt is called a 	chemical reaction		one or more substances					reaction 	converted	0.0	water and a salt	other substances	0.0878831860196	neutralization reaction
522	A reaction that forms water and a salt is called a 	chemical reaction		substance					reaction 	combines | synthesis | decomposes	0.876464569696	water and a salt	new substance | two or more different substances	0.0516686054568	neutralization reaction
523	A reaction that forms water and a salt is called a 	chemical reaction							reaction 	chemical reactions | chemical change	1.0	water and a salt			neutralization reaction
524	A reaction that forms water and a salt is called a 	chemical reaction					heat | light | electricity		reaction 	chemical reactions	1.0	water and a salt			neutralization reaction
525	A reaction that forms water and a salt is called a 	neutralization reaction		acid | base					reaction 	neutralization	0.0277777777778	water and a salt	salt	1.0	neutralization reaction
526	A reaction that forms water and a salt is called a 	neutralization reaction		acid | base					reaction 	neutralize	0.0	water and a salt	salt	1.0	neutralization reaction
527	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	chemosynthesis	autotrophs	bacteria	0.0	light energy	sulfur compounds	0.0	convert	chemosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
528	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	chemosynthesis	autotrophs	plant | organism	0.575888579585	light energy			convert	synthesize | photosynthesis | chemosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	food	0.140625	photosynthesis
